CNN,STREET,PCI_Score,From_Street,To_Street,PCI_Change_Date,Treatment_or_Survey,Street_Accepted_For_Maintenance,Functional_Class
32944000,Grand View Ave: Morgan Aly Intersection,100,MORGAN ALY,Intersection,6/1/18,Treatment,No,
32958000,Corwin St: Douglass St Intersection,100,DOUGLASS ST,Intersection,6/1/18,Treatment,No,
22324000,25th St: Grand View Ave Intersection,100,GRAND VIEW AVE,Intersection,6/1/18,Treatment,No,
26096000,Grand View Ave: Romain St Intersection,100,ROMAIN ST,Intersection,6/1/18,Treatment,No,
26088000,Elizabeth St: Grand View Ave Intersection,100,GRAND VIEW AVE,Intersection,6/1/18,Treatment,No,
26093000,21st St: Grand View Ave Intersection,100,GRAND VIEW AVE,Intersection,6/1/18,Treatment,No,
28245000,Acme Aly: Corwin St Intersection,100,CORWIN ST,Intersection,6/1/18,Treatment,No,
26097000,Grand View Ave: Grand View Ter Intersection,100,GRAND VIEW TER,Intersection,6/1/18,Treatment,No,
6375000,Grand View Ave,100,Alvarado St \ Dixie Aly,23rd St,6/1/18,Treatment,Yes,Residential
6372101,Grand View Ave,100,Romain St,21st St,6/1/18,Treatment,Yes,Residential
4443000,Corwin St,100,End,Acme Aly,6/1/18,Treatment,Yes,Residential
11131000,Romain St,100,Grand View Ave,Market St,6/1/18,Treatment,Yes,Residential
4442000,Corwin St,100,Acme Aly,Douglass St,6/1/18,Treatment,Yes,Residential
6376000,Grand View Ave,100,23rd St,Elizabeth St,6/1/18,Treatment,Yes,Residential
6370000,Grand View Ave,100,Market St \ Stanton St \ Yukon St,Grand View Ter,6/1/18,Treatment,Yes,Residential
6377000,Grand View Ave,100,Elizabeth St,24th St,6/1/18,Treatment,Yes,Residential
6378000,Grand View Ave,100,24th St,25th St,6/1/18,Treatment,Yes,Residential
6372201,Grand View Ave,100,Romain St,Morgan Aly,6/1/18,Treatment,Yes,Residential
3156000,Broadway,100,Turk Murphy Ln,Powell St \ Robert C Levy Tunl,5/31/18,Treatment,Yes,Arterial
8844101,Masonic Ave,100,Anza St \ Ofarrell St,Ewing Ter,5/31/18,Treatment,Yes,Arterial
8843201,Masonic Ave,100,Geary Blvd,Anza St \ Ofarrell St,5/31/18,Treatment,Yes,Arterial
3155002,BROADWAY,100,CORDELIA ST,TURK MURPHY LN,5/31/18,Treatment,Yes,
3155001,BROADWAY,100,STOCKTON ST,CORDELIA ST,5/31/18,Treatment,Yes,
8845101,Masonic Ave,100,Ewing Ter,Turk Blvd,5/31/18,Treatment,Yes,Arterial
8850000,Masonic Ave,100,Grove St,Hayes St,5/31/18,Treatment,Yes,Arterial
8848000,Masonic Ave,100,Mcallister St,Fulton St,5/31/18,Treatment,Yes,Arterial
3155001,BROADWAY,100,STOCKTON ST,CORDELIA ST,5/31/18,Treatment,Yes,Arterial
3155002,BROADWAY,100,CORDELIA ST,TURK MURPHY LN,5/31/18,Treatment,Yes,Arterial
8843101,Masonic Ave,100,Geary Blvd,Anza St \ Ofarrell St,5/31/18,Treatment,Yes,Arterial
3153000,Broadway,100,Columbus Ave,Grant Ave,5/31/18,Treatment,Yes,Arterial
8846000,Masonic Ave,100,Turk Blvd,Golden Gate Ave,5/31/18,Treatment,Yes,Arterial
8851000,Masonic Ave,100,Hayes St,Fell St,5/31/18,Treatment,Yes,Arterial
8844201,Masonic Ave,100,Anza St \ Ofarrell St,Ewing Ter,5/31/18,Treatment,Yes,Arterial
25066000,Broadway: Turk Murphy Ln Intersection,100,TURK MURPHY LN,Intersection,5/31/18,Treatment,No,
26396000,Ewing Ter: Masonic Ave Intersection,100,MASONIC AVE,Intersection,5/31/18,Treatment,No,
26383000,Golden Gate Ave: Masonic Ave Intersection,100,MASONIC AVE,Intersection,5/31/18,Treatment,No,
25060000,Broadway: Grant Ave Intersection,100,GRANT AVE,Intersection,5/31/18,Treatment,No,
25057000,Broadway: Stockton St Intersection,100,STOCKTON ST,Intersection,5/31/18,Treatment,No,
25111000,Broadway: Powell St \ Robert C Levy Tunl Intersection,100,POWELL ST \ ROBERT C LEVY TUNL,Intersection,5/31/18,Treatment,No,
26400000,Anza St: Masonic Ave \ Ofarrell St Intersection,100,MASONIC AVE \ OFARRELL ST,Intersection,5/31/18,Treatment,No,
26392000,Masonic Ave: Turk Blvd Intersection,100,TURK BLVD,Intersection,5/31/18,Treatment,No,
26382000,Masonic Ave: Mcallister St Intersection,100,MCALLISTER ST,Intersection,5/31/18,Treatment,No,
26379000,Fulton St: Masonic Ave Intersection,100,MASONIC AVE,Intersection,5/31/18,Treatment,No,
26376000,Hayes St: Masonic Ave Intersection,100,MASONIC AVE,Intersection,5/31/18,Treatment,No,
8847000,Masonic Ave,100,Golden Gate Ave,Mcallister St,5/31/18,Treatment,Yes,Arterial
8849000,Masonic Ave,100,Fulton St,Grove St,5/31/18,Treatment,Yes,Arterial
8845201,Masonic Ave,100,Ewing Ter,Turk Blvd,5/31/18,Treatment,Yes,Arterial
3154000,Broadway,100,Grant Ave,Stockton St,5/31/18,Treatment,Yes,Arterial
8341101,Lincoln Way,100,Arguello Blvd \ Frederick St,02nd Ave,5/30/18,Treatment,Yes,Arterial
8342201,Lincoln Way,100,02nd Ave,03rd Ave \ Kezar Dr,5/30/18,Treatment,Yes,Arterial
8341201,Lincoln Way,100,Arguello Blvd \ Frederick St,02nd Ave,5/30/18,Treatment,Yes,Arterial
8342101,Lincoln Way,100,02nd Ave,03rd Ave,5/30/18,Treatment,Yes,Arterial
13381000,Walnut St,100,Pacific Ave,Jackson St,5/23/18,Treatment,Yes,Residential
4132000,Clayton St,100,Haight St,Waller St,5/23/18,Treatment,Yes,Arterial
12807000,Ulloa St,100,30th Ave,31st Ave,5/23/18,Treatment,Yes,Residential
11336000,San Anselmo Ave,100,End,End,5/17/18,Treatment,Yes,Residential
574000,14th Ave,100,Ulloa St,Vicente St,5/17/18,Treatment,Yes,Residential
848000,18th Ave,100,Vicente St,Wawona St,5/17/18,Treatment,Yes,Residential
1733000,33rd Ave,100,Ortega St,Pacheco St,5/17/18,Treatment,Yes,Residential
5997000,Garces Dr,100,Arballo Dr,Vidal Dr,5/17/18,Treatment,Yes,Residential
1897000,40th Ave,100,Rivera St,Santiago St,5/17/18,Treatment,Yes,Residential
20878000,Dwight St: University St Intersection,100,UNIVERSITY ST,Intersection,5/15/18,Treatment,No,
20882000,BACON ST,100,UNIVERSITY ST,Intersection,5/15/18,Treatment,No,
20919000,Burrows St: University St Intersection,100,UNIVERSITY ST,Intersection,5/15/18,Treatment,No,
148000,02nd St,100,Townsend St,King St,5/11/18,Treatment,Yes,Collector
7504000,Jerrold Ave,100,Barneveld Ave,End,5/2/18,Treatment,Yes,Collector
6804000,Hawes St,100,Hollister Ave,Ingerson Ave,5/1/18,Treatment,Yes,Residential
6803000,Hawes St,100,Gilman Ave,Hollister Ave,5/1/18,Treatment,Yes,Residential
9220000,Mizpah St,100,Sussex St,Chenery St \ Surrey St,5/1/18,Treatment,Yes,Residential
1127000,21st St,100,Eureka St,Douglass St \ Romain St,5/1/18,Treatment,Yes,Residential
20436000,Hawes St: Hollister Ave Intersection,100,HOLLISTER AVE,Intersection,5/1/18,Treatment,No,
20822000,Barneveld Ave: Jerrold Ave Intersection,100,JERROLD AVE,Intersection,5/1/18,Treatment,No,
7503000,Jerrold Ave,100,Napoleon St,Barneveld Ave,5/1/18,Treatment,Yes,Collector
6960000,Hollister Ave,100,End,Hawes St,5/1/18,Treatment,Yes,Residential
10006000,Ortega St,100,18th Ave,19th Ave,5/1/18,Treatment,Yes,Residential
5467000,Felton St,100,Holyoke St,Hamilton St,5/1/18,Treatment,Yes,Residential
25304000,Jackson St: Polk St Intersection,100,POLK ST,Intersection,4/25/18,Treatment,No,
25562000,Green St: Polk St Intersection,100,POLK ST,Intersection,4/25/18,Treatment,No,
25564000,Filbert St: Polk St Intersection,100,POLK ST,Intersection,4/25/18,Treatment,No,
25317000,Polk St: Vallejo St Intersection,100,VALLEJO ST,Intersection,4/25/18,Treatment,No,
25316000,Pacific Ave: Polk St Intersection,100,POLK ST,Intersection,4/25/18,Treatment,No,
25318000,Bonita St: Polk St Intersection,100,POLK ST,Intersection,4/25/18,Treatment,No,
25563000,Polk St: Union St Intersection,100,UNION ST,Intersection,4/25/18,Treatment,No,
10576000,Polk St,100,Broadway,Vallejo St,4/25/18,Treatment,Yes,Arterial
10577000,Polk St,100,Vallejo St,Bonita St,4/25/18,Treatment,Yes,Arterial
10580000,Polk St,100,Union St,Filbert St,4/25/18,Treatment,Yes,Arterial
10579000,Polk St,100,Green St,Union St,4/25/18,Treatment,Yes,Arterial
10574000,Polk St,100,Jackson St,Pacific Ave,4/25/18,Treatment,Yes,Arterial
10578000,Polk St,100,Bonita St,Green St,4/25/18,Treatment,Yes,Arterial
10575000,Polk St,100,Pacific Ave,Broadway,4/25/18,Treatment,Yes,Arterial
3969000,Chestnut St,100,Polk St,Van Ness Ave,4/24/18,Treatment,Yes,Collector
10585000,Polk St,100,Francisco St,Bay St,4/24/18,Treatment,Yes,Arterial
10583000,Polk St,100,Lombard St,Chestnut St,4/24/18,Treatment,Yes,Arterial
10582000,Polk St,100,Greenwich St,Lombard St,4/24/18,Treatment,Yes,Arterial
26690000,Chestnut St: Polk St Intersection,100,POLK ST,Intersection,4/24/18,Treatment,No,
26702000,Francisco St: Polk St Intersection,100,POLK ST,Intersection,4/24/18,Treatment,No,
25589000,Larkin St: North Point St Intersection,100,NORTH POINT ST,Intersection,4/24/18,Treatment,No,
26691000,Lombard St: Polk St Intersection,100,POLK ST,Intersection,4/24/18,Treatment,No,
26704000,North Point St: Polk St Intersection,100,POLK ST,Intersection,4/24/18,Treatment,No,
26688000,Greenwich St: Polk St Intersection,100,POLK ST,Intersection,4/24/18,Treatment,No,
10581000,Polk St,100,Filbert St,Greenwich St,4/24/18,Treatment,Yes,Arterial
9696000,North Point St,100,Larkin St,Polk St,4/24/18,Treatment,Yes,Arterial
9697000,North Point St,100,Polk St,Van Ness Ave,4/24/18,Treatment,Yes,Arterial
10584000,Polk St,100,Chestnut St,Francisco St,4/23/18,Treatment,Yes,Arterial
5465000,Felton St,100,Goettingen St,Somerset St,4/17/18,Treatment,Yes,Residential
8471000,London St,100,Excelsior Ave,Brazil Ave,4/17/18,Treatment,Yes,Residential
8405000,Lisbon St,100,Avalon Ave,Avalon Ave,4/17/18,Treatment,Yes,Residential
13132000,Valmar Ter,100,Madison St,Silliman St,4/17/18,Treatment,Yes,Residential
7593000,Jones St,100,Valparaiso St,Greenwich St,4/16/18,Treatment,Yes,Residential
3683000,Capp St,100,26th St,Cesar Chavez St \ Mission St,4/16/18,Treatment,Yes,Residential
5771000,Francisco St,100,Van Ness Ave,Franklin St,4/16/18,Treatment,Yes,Residential
12615000,Tingley St,100,Cayuga Ave,San Jose Ave,4/16/18,Treatment,Yes,Residential
13311000,Virgil St,100,25th St,26th St,4/16/18,Treatment,Yes,Residential
5318000,Eureka St,100,18th St,19th St,4/13/18,Treatment,Yes,Residential
5323000,Eureka St,100,22nd St,23rd St,4/13/18,Treatment,Yes,Residential
4759000,Diamond St,100,Diamond Heights Blvd,Hiliritas Ave,4/13/18,Treatment,Yes,Residential
5320000,Eureka St,100,20th St,21st St,4/13/18,Treatment,Yes,Residential
5319000,Eureka St,100,19th St,20th St,4/13/18,Treatment,Yes,Residential
6919000,Hiliritas Ave,100,Diamond St,Arbor St,4/13/18,Treatment,Yes,Residential
21988000,Conrad St: Diamond St Intersection,100,DIAMOND ST,Intersection,4/13/18,Treatment,No,
33419000,Diamond St: Moreland St Intersection,100,MORELAND ST,Intersection,4/13/18,Treatment,No,
21993000,Diamond St: Hiliritas Ave Intersection,100,HILIRITAS AVE,Intersection,4/13/18,Treatment,No,
5322000,Eureka St,100,21st St,22nd St,4/13/18,Treatment,Yes,Residential
5321000,Eureka St,100,21st St,21st St,4/13/18,Treatment,Yes,Residential
4761000,Diamond St,100,Conrad St,Moreland St,4/13/18,Treatment,Yes,Residential
9375000,Moreland St,100,Farnum St,Diamond St,4/13/18,Treatment,Yes,Residential
4760000,Diamond St,100,Hiliritas Ave,Conrad St,4/13/18,Treatment,Yes,Residential
6824000,Hayes St,100,Scott St,Divisadero St,4/6/18,Treatment,Yes,Collector
6826000,Hayes St,100,Broderick St,Baker St,4/6/18,Treatment,Yes,Collector
6827000,Hayes St,100,Baker St,Lyon St,4/6/18,Treatment,Yes,Collector
6821000,Hayes St,100,Fillmore St,Steiner St,4/6/18,Treatment,Yes,Collector
10586000,Polk St,100,Bay St,North Point St,4/6/18,Treatment,Yes,Collector
6823000,Hayes St,100,Pierce St,Scott St,4/6/18,Treatment,Yes,Collector
6822000,Hayes St,100,Steiner St,Pierce St,4/6/18,Treatment,Yes,Collector
26351000,Baker St: Hayes St Intersection,100,HAYES ST,Intersection,4/6/18,Treatment,No,
26041000,Hayes St: Steiner St Intersection,100,STEINER ST,Intersection,4/6/18,Treatment,No,
26059000,Broderick St: Hayes St Intersection,100,HAYES ST,Intersection,4/6/18,Treatment,No,
26701000,Bay St: Polk St Intersection,100,POLK ST,Intersection,4/6/18,Treatment,No,
26052000,Hayes St: Scott St Intersection,100,SCOTT ST,Intersection,4/6/18,Treatment,No,
25933000,Buchanan St: Hayes St Intersection,100,HAYES ST,Intersection,4/6/18,Treatment,No,
25932000,Hayes St: Laguna St Intersection,100,LAGUNA ST,Intersection,4/6/18,Treatment,No,
26043000,Hayes St: Pierce St Intersection,100,PIERCE ST,Intersection,4/6/18,Treatment,No,
6819000,Hayes St,100,Buchanan St,Webster St,4/6/18,Treatment,Yes,Collector
6817000,Hayes St,100,Octavia St,Laguna St,4/6/18,Treatment,Yes,Collector
6818000,Hayes St,100,Laguna St,Buchanan St,4/6/18,Treatment,Yes,Collector
6825000,Hayes St,100,Divisadero St,Broderick St,4/6/18,Treatment,Yes,Collector
6820000,Hayes St,100,Webster St,Fillmore St,4/6/18,Treatment,Yes,Collector
8987000,Mercury St,100,Ledyard St,Thornton Ave,4/5/18,Treatment,Yes,Residential
10981000,Revere Ave,100,Quint St,Robblee Ave,4/5/18,Treatment,Yes,Residential
10091000,Pacheco St,100,16th Ave,17th Ave,4/5/18,Treatment,Yes,Residential
2373000,Apparel Way,100,Barneveld Ave,Barneveld Ave,4/5/18,Treatment,Yes,Residential
5213000,Elmira St,100,End,Thornton Ave,4/5/18,Treatment,Yes,Residential
13594000,Wheat St,100,Paul Ave,Bay Shore Blvd,4/5/18,Treatment,Yes,Residential
13460000,Waterville St,100,End,Quint St \ Thornton Ave,4/5/18,Treatment,Yes,Residential
10982000,Revere Ave,100,Robblee Ave,Silver Ave,4/5/18,Treatment,Yes,Residential
20683000,Quesada Ave: Quint St Intersection,100,QUINT ST,Intersection,4/5/18,Treatment,No,
33250000,Quint St: Revere Ave Intersection,100,REVERE AVE,Intersection,4/5/18,Treatment,No,
27313000,Anglo Aly: Pacheco St Intersection,100,PACHECO ST,Intersection,4/5/18,Treatment,No,
20734000,Revere Ave: Robblee Ave Intersection,100,ROBBLEE AVE,Intersection,4/5/18,Treatment,No,
10093000,Pacheco St,100,Anglo Aly,18th Ave,4/5/18,Treatment,Yes,Residential
7497000,Jerrold Ave,100,03rd St \ Newhall St,Phelps St,4/5/18,Treatment,Yes,Collector
10092000,Pacheco St,100,17th Ave,Anglo Aly,4/5/18,Treatment,Yes,Residential
5208000,Elmira St,100,Shafter Ave,Thomas Ave,4/5/18,Treatment,Yes,Residential
5211000,Elmira St,100,End,Augusta St,4/5/18,Treatment,Yes,Residential
4343000,Conkling St,100,Silver Ave,Waterville St,4/5/18,Treatment,Yes,Residential
10836000,Quint St,100,Quesada Ave,Revere Ave,4/5/18,Treatment,Yes,Residential
10589000,Pomona St,100,Bay View St,Thornton Ave,4/5/18,Treatment,Yes,Residential
1003000,20th Ave,100,Balboa St,Cabrillo St,3/23/18,Treatment,Yes,Residential
999000,20th Ave,100,California St,Clement St,3/23/18,Treatment,Yes,Residential
1002000,20th Ave,100,Anza St,Balboa St,3/23/18,Treatment,Yes,Residential
1001000,20th Ave,100,Geary Blvd,Anza St,3/23/18,Treatment,Yes,Residential
1000000,20th Ave,100,Clement St,Geary Blvd,3/23/18,Treatment,Yes,Residential
1004000,20th Ave,100,Cabrillo St,Fulton St,3/23/18,Treatment,Yes,Residential
998000,20th Ave,100,Lake St,California St,3/23/18,Treatment,Yes,Residential
9037000,Minerva St,100,Capitol Ave,Orizaba Ave,3/15/18,Treatment,Yes,Residential
22717000,Garfield St: Vernon St Intersection,100,VERNON ST,Intersection,3/15/18,Treatment,No,
22575000,Capitol Ave: Montana St Intersection,100,MONTANA ST,Intersection,3/15/18,Treatment,No,
22722000,Garfield St: Ralston St Intersection,100,RALSTON ST,Intersection,3/15/18,Treatment,No,
22593000,Faxon Ave: Montana St Intersection,100,MONTANA ST,Intersection,3/15/18,Treatment,No,
9255000,Montana St,100,Capitol Ave,Faxon Ave,3/15/18,Treatment,Yes,Residential
4257000,Coleridge St,100,Godeus St,Heyman Ave,3/14/18,Treatment,Yes,Residential
4255000,Coleridge St,100,Esmeralda Ave,Virginia Ave,3/14/18,Treatment,Yes,Residential
4256000,Coleridge St,100,Virginia Ave,Godeus St,3/14/18,Treatment,Yes,Residential
4253000,Coleridge St,100,Powers Ave,Fair Ave,3/14/18,Treatment,Yes,Residential
21334000,Coleridge St: Powers Ave Intersection,100,POWERS AVE,Intersection,3/14/18,Treatment,No,
21321000,Coleridge St: Fair Ave Intersection,100,FAIR AVE,Intersection,3/14/18,Treatment,No,
21315000,Coleridge St: Heyman Ave Intersection,100,HEYMAN AVE,Intersection,3/14/18,Treatment,No,
21324000,Coleridge St: Godeus St Intersection,100,GODEUS ST,Intersection,3/14/18,Treatment,No,
21320000,Coleridge St: Esmeralda Ave Intersection,100,ESMERALDA AVE,Intersection,3/14/18,Treatment,No,
4252000,Coleridge St,100,Coso Ave,Powers Ave,3/14/18,Treatment,Yes,Residential
3012000,Bonview St,100,Coso Ave \ Stoneman St,End,3/14/18,Treatment,Yes,Residential
4254000,Coleridge St,100,Fair Ave,Esmeralda Ave,3/14/18,Treatment,Yes,Residential
4258000,Coleridge St,100,Heyman Ave,Eugenia Ave,3/14/18,Treatment,Yes,Residential
33332000,Lisbon St: Silver Ave Intersection,100,SILVER AVE,Intersection,2/28/18,Treatment,No,
13299000,Vienna St,100,Avalon Ave,Excelsior Ave,2/26/18,Treatment,Yes,Residential
8407000,Lisbon St,100,Excelsior Ave,Brazil Ave,2/26/18,Treatment,Yes,Residential
21640000,Excelsior Ave: Vienna St Intersection,100,VIENNA ST,Intersection,2/26/18,Treatment,No,
21687000,Excelsior Ave: Lisbon St Intersection,100,LISBON ST,Intersection,2/26/18,Treatment,No,
21641000,Avalon Ave: Vienna St Intersection,100,VIENNA ST,Intersection,2/26/18,Treatment,No,
13298000,Vienna St,100,Peru Ave,Avalon Ave,2/26/18,Treatment,Yes,Residential
13133000,Valmar Ter,100,Silliman St,Peru Ave,2/26/18,Treatment,Yes,Residential
8409000,Lisbon St,100,Persia Ave,Russia Ave,2/26/18,Treatment,Yes,Residential
13544000,Webster St,100,Pine St,California St,2/20/18,Treatment,Yes,Arterial
13542000,Webster St,100,Bush St,Wilmot St,2/20/18,Treatment,Yes,Arterial
429000,09th Ave,100,Cabrillo St,Fulton St,2/20/18,Treatment,Yes,Residential
26651000,Washington St: Webster St Intersection,100,WEBSTER ST,Intersection,2/20/18,Treatment,No,
26604000,Pine St: Webster St Intersection,100,WEBSTER ST,Intersection,2/20/18,Treatment,No,
26603000,Webster St: Wilmot St Intersection,100,WILMOT ST,Intersection,2/20/18,Treatment,No,
27888000,38th Ave: Anza St Intersection,100,ANZA ST,Intersection,2/20/18,Treatment,No,
27289000,09th Ave: Geary Blvd Intersection,100,GEARY BLVD,Intersection,2/20/18,Treatment,No,
26652000,Bromley Pl: Webster St Intersection,100,WEBSTER ST,Intersection,2/20/18,Treatment,No,
26662000,Vallejo St: Webster St Intersection,100,WEBSTER ST,Intersection,2/20/18,Treatment,No,
26661000,Green St: Webster St Intersection,100,WEBSTER ST,Intersection,2/20/18,Treatment,No,
27283000,09th Ave: Anza St Intersection,100,ANZA ST,Intersection,2/20/18,Treatment,No,
13548000,Webster St,100,Washington St,Jackson St,2/20/18,Treatment,Yes,Residential
13543000,Webster St,100,Wilmot St,Pine St,2/20/18,Treatment,Yes,Arterial
427000,09th Ave,100,Anza St,Balboa St,2/20/18,Treatment,Yes,Residential
1847000,38th Ave,100,Geary Blvd,Anza St,2/20/18,Treatment,Yes,Residential
13550000,Webster St,100,Bromley Pl,Pacific Ave,2/20/18,Treatment,Yes,Residential
2023000,46th Ave,100,Kirkham St,Lawton St,2/20/18,Treatment,Yes,Collector
1848000,38th Ave,100,Anza St,Balboa St,2/20/18,Treatment,Yes,Residential
1728000,33rd Ave,100,Judah St,Kirkham St,2/20/18,Treatment,Yes,Residential
13549000,Webster St,100,Jackson St,Bromley Pl,2/20/18,Treatment,Yes,Residential
7402000,Jackson St,100,Buchanan St,Webster St,2/20/18,Treatment,Yes,Collector
25788000,19th St: Hartford St Intersection,100,HARTFORD ST,Intersection,2/15/18,Treatment,No,
351000,07th Ave,100,California St \ Cornwall St,Clement St,2/14/18,Treatment,Yes,Residential
6829000,Hayes St,100,Central Ave,Masonic Ave,2/14/18,Treatment,Yes,Collector
26378000,Ashbury St: Hayes St Intersection,100,HAYES ST,Intersection,2/14/18,Treatment,No,
26421000,Clayton St: Hayes St Intersection,100,HAYES ST,Intersection,2/14/18,Treatment,No,
26356000,Hayes St: Lyon St Intersection,100,LYON ST,Intersection,2/14/18,Treatment,No,
6767000,Hartford St,100,18th St,19th St,2/14/18,Treatment,Yes,Residential
6830000,Hayes St,100,Masonic Ave,Ashbury St,2/14/18,Treatment,Yes,Collector
2326000,Anza St,100,09th Ave,10th Ave,2/14/18,Treatment,Yes,Residential
349000,07th Ave,100,End,Lake St,2/14/18,Treatment,Yes,Residential
6828000,Hayes St,100,Lyon St,Central Ave,2/14/18,Treatment,Yes,Collector
6831000,Hayes St,100,Ashbury St,Clayton St,2/14/18,Treatment,Yes,Collector
25780000,21st St: Eureka St Intersection,100,EUREKA ST,Intersection,1/30/18,Treatment,No,
25817000,19th St: Eureka St Intersection,100,EUREKA ST,Intersection,1/30/18,Treatment,No,
25766000,22nd St: Eureka St Intersection,100,EUREKA ST,Intersection,1/30/18,Treatment,No,
25767000,23rd St: Eureka St Intersection,100,EUREKA ST,Intersection,1/30/18,Treatment,No,
25781000,20th St: Eureka St Intersection,100,EUREKA ST,Intersection,1/30/18,Treatment,No,
25776000,21st St: Eureka St Intersection,100,EUREKA ST,Intersection,1/30/18,Treatment,No,
